City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Sandakan,MY,5.8402,118.1179,73.08,100,40,5.99,scattered clouds
348,Chokurdakh,RU,70.6333,147.9167,-42.21,99,58,6.62,broken clouds
349,Serenje,ZM,-13.2325,30.2352,60.91,98,92,2.66,overcast clouds
350,Saint-Louis,SN,16.3333,-15.0,85.64,13,100,11.81,overcast clouds
351,Awjilah,LY,29.1081,21.2869,61.54,47,18,9.53,few clouds
352,Kabompo,ZM,-13.5927,24.2008,63.55,97,36,3.96,scattered clouds
353,Baoding,CN,38.8511,115.4903,20.89,53,1,3.31,clear sky
354,Jasidih,IN,24.5167,86.65,61.09,46,0,2.35,clear sky
355,Otane,NZ,-39.8833,176.6333,73.0,61,0,3.76,clear sky
356,Matamoros,MX,25.5333,-103.25,90.64,11,4,24.83,clear sky
357,Lieksa,FI,63.3167,30.0167,13.06,95,100,7.11,overcast clouds
358,Matagami,CA,49.7502,-77.6328,-9.29,59,0,3.44,clear sky
359,Zvenigovo,RU,55.9742,48.0181,29.35,91,100,9.06,overcast clouds
360,Ojinaga,MX,29.5667,-104.4167,84.42,28,40,24.16,scattered clouds
361,Korla,CN,41.7597,86.1469,27.77,45,0,3.0,clear sky
362,Djambala,CG,-2.5447,14.7533,73.38,75,100,3.31,overcast clouds
363,Springfield,US,37.2153,-93.2982,71.62,60,0,20.0,clear sky
364,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,64,75,8.95,broken clouds
365,Luangwa,ZM,-15.6167,30.4167,72.7,96,97,1.81,moderate rain
366,Aasiaat,GL,68.7098,-52.8699,-1.79,91,100,11.54,overcast clouds
367,Lehututu,BW,-23.9667,21.8667,81.86,27,94,9.55,overcast clouds
368,Pontian Kecil,MY,1.4801,103.3899,78.93,90,100,5.3,overcast clouds
369,Alpena,US,45.0617,-83.4327,23.18,79,100,13.8,overcast clouds
370,Amazar,RU,53.858,120.875,-7.87,95,73,2.68,broken clouds
371,Nome,US,64.5011,-165.4064,33.17,97,100,19.37,light snow
372,Qeshm,IR,26.9581,56.2719,67.89,62,0,13.65,clear sky
373,Soyo,AO,-6.1349,12.3689,80.53,84,100,5.1,light rain
374,Uyskoye,RU,54.3775,60.0047,26.28,94,100,6.82,overcast clouds
375,Tulle,FR,45.3333,1.8333,42.55,90,100,6.76,overcast clouds
376,Skelleftea,SE,64.7507,20.9528,10.99,64,100,6.91,overcast clouds
377,Ocean City,US,39.2776,-74.5746,51.82,67,3,8.75,clear sky
378,Vila Velha,BR,-20.3297,-40.2925,80.55,85,40,10.36,scattered clouds
379,Xinzhou,CN,38.4092,112.7333,17.47,58,0,3.74,clear sky
380,Gardanne,FR,43.4549,5.4691,51.15,64,6,22.1,clear sky
381,Nipawin,CA,53.3668,-104.0009,-16.56,69,0,5.75,clear sky
382,Vitoria Do Mearim,BR,-3.4622,-44.8706,76.5,90,96,1.92,overcast clouds
383,Kautokeino,NO,69.0125,23.0412,-8.68,100,100,2.35,overcast clouds
384,Soe,ID,-9.8607,124.284,65.26,98,100,1.66,overcast clouds
385,Port Moresby,PG,-9.4431,147.1797,74.62,94,40,4.61,scattered clouds
386,La Rioja,ES,42.25,-2.5,40.05,95,12,3.91,few clouds
387,Hay River,CA,60.8156,-115.7999,-13.02,70,40,11.5,scattered clouds
388,Viedma,AR,-40.8135,-62.9967,60.98,72,99,16.6,overcast clouds
389,Lumphat,KH,13.4878,106.9816,68.74,70,7,7.25,clear sky
390,Cordoba,AR,-31.4135,-64.1811,74.75,67,75,5.75,broken clouds
391,Hambantota,LK,6.1241,81.1185,77.34,100,20,0.0,few clouds
392,Paharpur,PK,32.1038,70.9724,62.74,24,98,8.52,overcast clouds
393,Honiara,SB,-9.4333,159.95,84.49,74,99,3.0,overcast clouds
394,Makat,KZ,47.6469,53.3463,38.61,93,100,5.55,overcast clouds
395,Havelock,US,34.8791,-76.9013,67.01,85,72,4.0,broken clouds
396,San Juan,AR,-31.5375,-68.5364,68.56,61,97,16.15,overcast clouds
397,Samarai,PG,-10.6167,150.6667,83.1,78,100,6.91,overcast clouds
398,Acajutla,SV,13.5928,-89.8275,93.79,53,16,6.58,few clouds
399,Trairi,BR,-3.2778,-39.2689,79.68,77,3,12.12,clear sky
400,Salalah,OM,17.0151,54.0924,73.26,51,25,4.05,scattered clouds
401,Inverell,AU,-29.7833,151.1167,73.67,85,98,1.01,overcast clouds
402,Sao Filipe,CV,14.8961,-24.4956,71.01,71,72,12.33,broken clouds
403,Baikunthpur,IN,23.25,82.55,55.6,25,0,3.94,clear sky
404,Dongsheng,CN,39.8161,109.9776,6.12,73,1,3.98,clear sky
405,Paamiut,GL,61.994,-49.6678,-3.69,76,12,8.23,few clouds
406,Bad Reichenhall,DE,47.7333,12.8833,40.55,70,75,12.66,broken clouds
407,Newport,GB,51.5877,-2.9984,47.86,81,26,6.93,scattered clouds
408,Capaci,IT,38.1711,13.2393,58.12,62,0,27.63,clear sky
409,Port-Cartier,CA,50.0334,-66.8654,10.62,74,35,8.68,scattered clouds
410,Santa Fe,AR,-31.6333,-60.7,85.01,39,1,5.01,clear sky
411,Buala,SB,-8.145,159.5921,83.05,74,100,1.61,overcast clouds
412,Ereymentau,KZ,51.6199,73.1033,12.74,91,67,9.6,broken clouds
413,Puerto Carreno,CO,6.189,-67.4859,93.18,43,40,12.66,scattered clouds
414,Chara,RU,56.9064,118.2631,-6.63,81,98,1.59,overcast clouds
415,Timmins,CA,48.4669,-81.3331,-4.18,54,100,10.36,overcast clouds
416,Tosya,TR,41.0155,34.0401,40.48,83,16,3.44,few clouds
417,Chandpur,IN,29.15,78.2667,53.85,60,16,6.78,few clouds
418,Debre Tabor,ET,11.85,38.0167,56.75,54,97,2.19,overcast clouds
419,Perth,AU,-31.9333,115.8333,67.78,86,0,5.75,clear sky
420,Mezhdurechensk,RU,53.6942,88.0603,3.79,98,68,2.8,broken clouds
421,Victor Harbor,AU,-35.5667,138.6167,63.72,78,0,10.63,clear sky
422,Loukhi,RU,66.0764,33.0381,-4.36,100,98,3.15,overcast clouds
423,La Crosse,US,43.8014,-91.2396,31.53,79,100,8.99,overcast clouds
424,Anuradhapura,LK,8.3565,80.4173,70.29,97,52,4.54,broken clouds
425,Salinas,US,36.6777,-121.6555,61.66,56,0,11.5,clear sky
426,Poum,NC,-20.2333,164.0167,82.98,77,99,18.23,overcast clouds
427,Medina Del Campo,ES,41.3124,-4.9141,44.71,58,7,7.52,clear sky
428,Kuroishi,JP,40.6389,140.5922,23.07,79,75,14.97,light snow
429,Hohhot,CN,40.8106,111.6522,-3.71,77,0,2.24,clear sky
430,Svetlyy,RU,54.675,20.1347,41.05,75,100,28.74,overcast clouds
431,Pinotepa Nacional,MX,16.3167,-98.0167,89.04,42,7,10.51,clear sky
432,La Salle,US,41.3334,-89.0918,54.25,68,0,11.5,clear sky
433,Ulverstone,AU,-41.15,146.1667,57.22,58,77,10.2,broken clouds
434,Mizdah,LY,31.4451,12.9801,54.86,62,28,4.21,scattered clouds
435,Talnakh,RU,69.4865,88.3972,15.21,83,100,20.6,overcast clouds
436,Pemba,MZ,-12.974,40.5178,77.65,92,100,8.3,light rain
437,Meiganga,CM,6.5167,14.3,69.17,25,10,5.61,clear sky
438,Tuyen Quang,VN,21.8233,105.2181,49.59,85,100,1.43,overcast clouds
439,Mehriz,IR,31.5917,54.4318,41.5,51,3,1.86,clear sky
440,Caravelas,BR,-17.7125,-39.2481,77.31,82,6,5.7,clear sky
441,Peniche,PT,39.3558,-9.3811,57.09,91,30,14.88,scattered clouds
442,Escarcega,MX,18.6089,-90.7454,92.8,27,2,8.77,clear sky
443,Musoma,TZ,-1.5,33.8,69.3,76,100,6.71,overcast clouds
444,Cotonou,BJ,6.3654,2.4183,81.18,83,55,11.3,broken clouds
445,Pandan,PH,14.0453,124.1694,77.49,87,100,16.58,overcast clouds
446,Yerbogachen,RU,61.2767,108.0108,13.42,94,100,8.41,overcast clouds
447,Pratapgarh,IN,24.0333,74.7833,64.99,29,0,7.76,clear sky
448,Perrysburg,US,41.557,-83.6272,57.69,70,98,5.57,overcast clouds
449,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,91.58,43,57,6.02,broken clouds
450,Chokwe,MZ,-24.5333,32.9833,73.67,82,41,6.11,scattered clouds
451,Roanoke Rapids,US,36.4615,-77.6542,67.64,67,0,11.5,clear sky
452,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,74,75,10.36,broken clouds
453,Cortez,US,37.3489,-108.5859,44.51,49,100,17.27,overcast clouds
454,Mahibadhoo,MV,3.7833,72.9667,80.87,70,0,5.86,clear sky
455,Gubkinskiy,RU,64.434,76.5026,17.33,94,100,14.97,overcast clouds
456,Torbay,CA,47.6666,-52.7314,37.58,86,100,28.77,shower sleet
457,Ilo,PE,-17.6394,-71.3375,73.06,77,99,7.2,overcast clouds
458,Norman Wells,CA,65.282,-126.8329,-20.16,63,0,4.61,clear sky
459,Husavik,IS,66.0449,-17.3389,35.51,74,100,46.01,light rain
460,Evensk,RU,61.95,159.2333,-18.76,79,3,8.59,clear sky
461,Banda Aceh,ID,5.5577,95.3222,78.01,87,66,9.08,broken clouds
462,Biscarrosse,FR,44.3945,-1.1672,52.75,76,100,4.61,overcast clouds
463,Shubarkuduk,KZ,49.1447,56.4872,33.75,99,100,10.69,snow
464,Zhezkazgan,KZ,47.8043,67.7144,17.06,90,100,6.29,overcast clouds
465,Carballo,ES,43.213,-8.691,50.86,92,34,2.98,scattered clouds
466,North Bend,US,43.4065,-124.2243,46.92,91,75,18.41,broken clouds
467,Lewistown,US,40.5992,-77.5714,60.21,26,0,0.0,clear sky
468,Saldanha,ZA,-33.0117,17.9442,62.65,88,20,10.18,few clouds
469,Sarnia,CA,42.9787,-82.4041,42.69,83,0,6.91,clear sky
470,Morondava,MG,-20.2833,44.2833,81.99,69,87,14.0,overcast clouds
471,Beyneu,KZ,45.3167,55.2,44.2,66,100,4.29,overcast clouds
472,Conde,BR,-7.2597,-34.9075,81.86,74,20,10.36,few clouds
473,Katobu,ID,-4.9408,122.5276,74.37,86,100,5.37,overcast clouds
474,Pevek,RU,69.7008,170.3133,-36.15,96,99,1.81,overcast clouds
475,Diamantino,BR,-14.4086,-56.4461,74.1,91,73,4.63,broken clouds
476,Gamba,GA,-2.65,10.0,78.28,84,100,4.43,moderate rain
477,Namatanai,PG,-3.6667,152.4333,81.12,77,100,4.21,light rain
478,Havre,FR,49.5833,0.3333,47.44,87,18,14.97,few clouds
479,Dingle,PH,10.9995,122.6711,73.76,92,100,7.27,overcast clouds
480,Chotila,IN,22.4167,71.1833,67.23,62,0,9.4,clear sky
481,Shahr-E Babak,IR,30.1165,55.1186,42.33,42,39,5.66,scattered clouds
482,Tabou,CI,4.423,-7.3528,78.6,89,91,6.2,overcast clouds
483,Oranjemund,NA,-28.55,16.4333,63.32,88,0,11.9,clear sky
484,Uyuni,BO,-20.4597,-66.825,63.97,16,6,7.07,clear sky
485,Marzuq,YE,14.4,46.4667,61.59,32,89,3.8,overcast clouds
486,Labytnangi,RU,66.6572,66.4183,13.46,96,100,4.16,overcast clouds
487,Doka,SD,13.5167,35.7667,74.23,29,14,7.47,few clouds
488,Severo-Yeniseyskiy,RU,60.3725,93.0408,3.04,97,98,5.23,overcast clouds
489,Gimli,CA,50.6336,-96.9907,-8.57,53,100,10.36,overcast clouds
490,Prince Rupert,CA,54.3161,-130.3201,32.09,27,0,20.71,clear sky
491,Kasongo-Lunda,CD,-6.4667,16.8167,70.43,97,99,1.1,moderate rain
492,Bandarbeyla,SO,9.4942,50.8122,76.71,79,11,13.65,few clouds
493,Kaposmero,HU,46.3617,17.704,39.38,76,100,5.44,overcast clouds
494,Sandnessjoen,NO,66.0217,12.6316,21.65,85,20,2.3,few clouds
495,Half Moon Bay,US,37.4636,-122.4286,61.59,56,0,24.16,clear sky
496,Aksay,RU,47.26,39.87,43.25,71,16,17.0,few clouds
497,Lashio,MM,22.9333,97.75,50.43,99,65,2.3,broken clouds
498,Bosaso,SO,11.2842,49.1816,74.05,77,5,2.46,clear sky
499,Quatre Cocos,MU,-20.2078,57.7625,80.1,91,82,16.82,light rain
500,Sobradinho,BR,-12.8333,-39.1,75.6,81,44,5.75,scattered clouds
501,Huntsville,US,34.7304,-86.5861,52.84,92,100,18.99,light rain
502,Kapit,MY,2.0167,112.9333,70.75,100,98,0.85,overcast clouds
503,Broken Hill,AU,-31.95,141.4333,56.91,47,75,10.36,broken clouds
504,Fuzhou,CN,26.0614,119.3061,46.29,93,100,1.7,overcast clouds
505,Rafaela,AR,-31.2503,-61.4867,88.93,22,3,9.15,clear sky
506,Dibulla,CO,11.2725,-73.3091,84.22,52,40,16.75,scattered clouds
507,Verkhnevilyuysk,RU,63.4453,120.3167,7.09,96,100,5.7,overcast clouds
508,Zverinogolovskoye,RU,54.4586,64.8542,22.48,95,100,8.25,overcast clouds
509,Ucluelet,CA,48.9329,-125.5528,48.09,61,29,1.01,scattered clouds
510,Gornopravdinsk,RU,60.05,69.9,27.55,94,100,9.82,light snow
511,Nampula,MZ,-15.1165,39.2666,75.15,94,100,5.01,thunderstorm
512,Louis Trichardt,ZA,-23.0439,29.9032,65.39,89,40,4.18,scattered clouds
513,Omboue,GA,-1.5746,9.2618,78.49,80,100,2.19,overcast clouds
514,Yar-Sale,RU,66.8333,70.8333,18.93,96,100,8.23,overcast clouds
515,Puerto Leguizamo,CO,-0.1934,-74.7819,92.32,36,94,3.47,overcast clouds
516,Heihe,CN,50.2441,127.4902,-7.02,91,10,7.85,clear sky
517,Ciudad Bolivar,VE,8.1222,-63.5497,87.64,43,100,12.93,overcast clouds
518,Paracuru,BR,-3.41,-39.0306,83.1,76,2,11.83,clear sky
519,Aripuana,BR,-9.1667,-60.6333,76.23,94,88,1.9,light rain
520,Kieta,PG,-6.2167,155.6333,83.3,72,81,0.16,broken clouds
521,Liwale,TZ,-9.7667,37.9333,71.38,91,100,4.25,overcast clouds
522,Lata,PT,40.1629,-8.3327,55.81,78,4,2.91,clear sky
523,Dondo,MZ,-19.6094,34.7431,81.91,86,19,4.23,few clouds
524,Maridi,SS,4.9158,29.4742,71.31,20,100,3.4,overcast clouds
525,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,4.46,97,91,2.39,overcast clouds
526,Arlit,NE,18.7369,7.3853,70.81,7,0,6.6,clear sky
527,Sibolga,ID,1.7427,98.7792,75.88,82,82,3.06,broken clouds
528,Raudeberg,NO,61.9875,5.1352,32.86,89,49,11.01,scattered clouds
529,Aban,RU,56.67,96.06,4.37,100,96,4.21,overcast clouds
530,Vila Franca Do Campo,PT,37.7167,-25.4333,59.2,69,79,8.23,broken clouds
531,Warah,PK,27.4481,67.7978,70.56,28,5,5.48,clear sky
532,Mlimba,TZ,-8.8,35.8167,71.92,91,100,3.31,overcast clouds
533,Darhan,MN,49.4867,105.9228,-7.85,96,10,5.61,clear sky
534,Gwadar,PK,25.1216,62.3254,73.9,72,0,19.62,clear sky
535,Cockburn Town,TC,21.4612,-71.1419,80.56,61,40,11.5,scattered clouds
536,Jember,ID,-8.166,113.7032,73.8,95,100,0.92,overcast clouds
537,Necochea,AR,-38.5473,-58.7368,63.03,81,55,13.96,broken clouds
538,Hirado,JP,33.3597,129.5531,42.15,57,88,24.36,overcast clouds
539,Garowe,SO,8.4054,48.4845,70.52,73,2,9.46,clear sky
540,Xai-Xai,MZ,-25.0519,33.6442,74.91,81,67,7.63,broken clouds
541,Steinbach,DE,50.1667,8.5667,44.6,67,40,9.22,scattered clouds
542,Maxixe,MZ,-23.8597,35.3472,74.59,82,20,7.43,few clouds
543,Balsas,BR,-7.5325,-46.0356,77.59,81,45,3.6,scattered clouds
544,Grindavik,IS,63.8424,-22.4338,36.07,93,100,54.09,heavy snow
545,Tandalti,SD,13.0167,31.8667,67.59,15,11,10.98,few clouds
546,Lavrentiya,RU,65.5833,-171.0,20.97,96,100,4.88,snow
547,Sakakah,SA,29.9697,40.2064,49.57,44,21,4.81,few clouds
548,Panzhihua,CN,26.5851,101.7128,39.52,98,100,5.08,overcast clouds
549,Muisne,EC,0.6,-80.0333,82.51,83,68,4.79,light rain
550,Richards Bay,ZA,-28.783,32.0377,74.03,93,38,4.07,light rain
551,Ialibu,PG,-6.2821,143.9935,56.03,95,100,1.32,overcast clouds
552,Singleton,AU,-32.5667,151.1833,78.35,94,100,1.01,light rain
553,Corner Brook,CA,48.9667,-57.9484,28.53,90,100,13.27,light snow
554,Baykit,RU,61.67,96.37,2.34,100,100,2.19,overcast clouds
555,Yumen,CN,40.2833,97.2,16.18,56,5,3.62,clear sky
556,Kununurra,AU,-15.7667,128.7333,78.78,89,97,0.0,overcast clouds
557,Kargil,IN,34.5667,76.1,2.82,81,100,0.31,overcast clouds
558,Touros,BR,-5.1989,-35.4608,83.3,75,96,12.86,overcast clouds
559,Weligama,LK,5.9667,80.4167,76.8,88,70,1.63,broken clouds
560,Mount Darwin,ZW,-16.7725,31.5838,67.3,92,89,2.26,overcast clouds
561,Taybad,IR,34.74,60.7756,40.89,89,100,16.24,overcast clouds
562,Diffa,NE,13.3154,12.6113,70.21,18,21,9.89,few clouds
563,Svoge,BG,42.9667,23.35,50.27,87,67,3.09,broken clouds
564,Champoton,MX,19.35,-90.7167,87.12,49,4,3.67,clear sky
565,Lima,PE,-12.0432,-77.0282,73.65,45,75,5.75,broken clouds
566,Meaux,FR,48.9167,3.0,47.66,81,89,13.87,overcast clouds
567,Kermanshah,IR,34.3142,47.065,40.1,81,20,9.22,few clouds
568,Imeni Poliny Osipenko,RU,52.4201,136.4853,-28.14,100,93,1.01,overcast clouds
569,Camapua,BR,-19.5314,-54.0439,76.42,84,54,4.94,broken clouds
570,Gnjilane,XK,42.4604,21.4699,48.58,75,75,1.16,broken clouds
571,Yinchuan,CN,38.4681,106.2731,20.5,35,0,3.98,clear sky
572,Lat Yao,TH,15.751,99.7893,73.51,68,83,3.69,broken clouds
573,Kinango,KE,-4.1372,39.3153,75.63,86,98,3.78,overcast clouds
574,Sile,TR,41.1754,29.6133,54.27,67,6,1.01,clear sky
575,Dayong,CN,25.0209,118.2898,49.89,91,100,3.71,overcast clouds
576,Paita,PE,-5.0892,-81.1144,84.76,75,29,13.44,scattered clouds
577,Talcahuano,CL,-36.7167,-73.1167,58.68,82,100,18.41,overcast clouds
578,Margate,GB,51.3813,1.3862,46.31,70,45,5.99,scattered clouds
579,Conakry,GN,9.538,-13.6773,77.36,75,48,10.96,scattered clouds
580,Bolpur,IN,23.6667,87.7167,62.31,43,0,6.78,clear sky
581,Harper,LR,4.375,-7.7169,79.09,87,99,6.55,overcast clouds
582,Porto Nacional,BR,-10.7081,-48.4172,86.0,89,84,3.33,moderate rain
583,Meulaboh,ID,4.1363,96.1285,75.49,91,80,4.25,broken clouds
584,Saquarema,BR,-22.92,-42.5103,77.14,92,95,8.16,moderate rain
585,Gorontalo,ID,0.5412,123.0595,72.3,96,100,5.35,heavy intensity rain
586,Bay-Khaak,RU,51.1667,94.5,-11.74,95,47,4.43,scattered clouds
587,Gigmoto,PH,13.7796,124.39,77.86,87,100,15.61,overcast clouds
588,San Policarpo,PH,12.1791,125.5072,78.35,85,100,17.96,light rain
589,Villena,ES,38.6373,-0.8657,53.89,34,0,7.2,clear sky
590,Ambilobe,MG,-13.2,49.05,75.16,94,100,4.61,light rain
591,Xudat,AZ,41.631,48.681,43.5,81,98,6.89,overcast clouds
592,Khasan,RU,42.4308,130.6434,11.57,59,3,21.9,clear sky
593,Chardara,KZ,41.2547,67.9692,46.45,64,81,9.51,broken clouds
594,Santa Clarita,US,34.3917,-118.5426,61.79,54,75,10.36,broken clouds
595,Deputatskiy,RU,69.3,139.9,-15.88,77,100,4.45,overcast clouds
596,Ardesen,TR,41.1911,40.9875,49.96,72,98,5.28,overcast clouds
597,Hermosillo,MX,29.0667,-110.9667,70.84,39,20,8.99,few clouds
598,Bielsk Podlaski,PL,52.7651,23.1865,35.02,72,7,16.37,clear sky
599,Bakhchysaray,UA,44.75,33.8667,43.59,78,22,6.13,few clouds
600,Tambura,SS,5.6,27.4667,71.47,18,94,2.77,overcast clouds
601,Kencong,ID,-8.2833,113.3667,75.06,90,100,1.16,light rain
602,Kyra,RU,49.5776,111.9753,-11.94,94,12,5.08,few clouds
603,San Patricio,US,28.017,-97.5169,86.18,57,9,23.17,clear sky
604,Byron Bay,AU,-28.65,153.6167,75.15,83,44,3.76,scattered clouds
605,Aswan,EG,24.0934,32.907,65.5,27,0,3.44,clear sky
606,Beloha,MG,-25.1667,45.05,75.04,84,0,11.54,clear sky
607,Piacabucu,BR,-10.4056,-36.4344,80.19,77,92,8.68,overcast clouds
608,Tiznit,MA,29.5833,-9.5,65.59,26,0,10.74,clear sky
609,Onguday,RU,50.75,86.15,-3.08,97,43,3.04,scattered clouds
610,Jiazi,CN,22.8779,116.067,49.41,87,100,12.17,overcast clouds
611,Singkawang,ID,0.9,109.0,72.88,92,100,4.23,overcast clouds
612,Westport,US,41.1415,-73.3579,52.99,62,99,1.99,overcast clouds
613,Port-Gentil,GA,-0.7193,8.7815,81.84,78,100,4.45,overcast clouds
614,Rocky Mountain House,CA,52.3668,-114.9188,-5.17,74,100,3.89,overcast clouds
615,Oranjestad,AW,12.524,-70.027,78.67,78,39,19.22,scattered clouds
616,Texarkana,US,33.4251,-94.0477,73.9,68,100,12.53,overcast clouds
617,Maningrida,AU,-12.0667,134.2667,81.57,79,86,4.32,overcast clouds
618,Vestmannaeyjar,IS,63.4427,-20.2734,40.69,89,100,45.1,overcast clouds
619,Roma,US,43.2128,-75.4557,41.18,84,43,3.2,scattered clouds
620,Aquiraz,BR,-3.9014,-38.3911,83.17,78,69,9.62,broken clouds
621,Daru,PG,-9.0763,143.2092,78.53,90,98,7.72,overcast clouds
622,Waipawa,NZ,-41.4122,175.5153,68.45,60,2,11.74,clear sky
623,Pamanukan,ID,-6.2842,107.8106,76.01,89,69,6.2,broken clouds
624,Takaka,NZ,-40.85,172.8,67.55,45,0,4.16,clear sky
625,Sedan,FR,49.6667,5.0,43.3,87,36,12.97,light rain
626,Bandarban,BD,22.1965,92.2262,56.91,94,0,3.06,clear sky
627,Doha,QA,25.2867,51.5333,64.38,63,0,10.36,clear sky
628,Moindou,NC,-21.6924,165.677,80.55,69,98,5.77,overcast clouds
629,Florianopolis,BR,-27.6146,-48.5012,75.7,80,88,1.01,moderate rain
630,Nemuro,JP,43.3236,145.575,22.68,76,100,27.56,overcast clouds
631,La Ligua,CL,-32.4524,-71.2311,68.16,59,9,8.43,clear sky
632,Utiel,ES,39.5667,-1.2,55.0,35,1,7.63,clear sky
633,Saint Anthony,US,45.0205,-93.218,23.25,71,100,14.97,overcast clouds
634,Bhuj,IN,23.2667,69.6667,65.91,88,0,9.55,clear sky
635,Mapimi,MX,25.8167,-103.85,84.74,15,37,24.32,scattered clouds
636,Chissamba,AO,-12.1667,17.3333,60.89,97,69,4.0,broken clouds
637,Almaznyy,RU,48.0448,40.045,28.54,84,78,8.52,broken clouds
638,Acapulco,MX,16.8634,-99.8901,85.91,55,4,12.01,clear sky
639,Luwuk,ID,-0.9516,122.7875,76.23,86,100,5.91,overcast clouds
640,Bogande,BF,12.9714,-0.1436,75.61,9,8,10.13,clear sky
641,Hrodna,BY,53.6884,23.8258,36.99,73,38,18.05,scattered clouds
642,Svetlogorsk,BY,52.6333,29.7333,41.22,85,100,13.44,overcast clouds
643,Parana,AR,-31.732,-60.5238,84.29,40,4,7.43,clear sky
644,Zhangye,CN,38.9342,100.4517,20.44,48,41,4.94,scattered clouds
645,Fort-Shevchenko,KZ,44.5086,50.263,40.91,75,100,10.38,overcast clouds
646,Kodinsk,RU,58.6881,99.1844,3.81,100,100,4.38,overcast clouds
647,Strichen,GB,57.5892,-2.087,38.01,70,26,5.06,scattered clouds
648,Two Rivers,US,44.1539,-87.5693,31.32,85,100,3.0,overcast clouds
649,Berdigestyakh,RU,62.0989,126.6992,9.73,96,100,3.91,light snow
650,Ballina,AU,-28.8667,153.5667,73.36,96,75,4.61,broken clouds
651,Wilmington,US,34.2257,-77.9447,66.94,68,75,11.5,broken clouds
652,Shangrao,CN,28.4532,117.9686,37.35,99,100,4.34,light rain
653,Auki,SB,-8.7676,160.7034,82.9,77,96,1.16,overcast clouds
654,Bom Jesus Da Lapa,BR,-13.255,-43.4181,77.77,73,90,5.75,overcast clouds
655,Paracatu,BR,-17.2222,-46.8747,71.82,86,84,1.57,light rain
656,Lanigan,CA,51.8501,-105.0344,-7.87,85,72,3.8,broken clouds
657,Menongue,AO,-14.6585,17.691,63.27,89,28,3.29,scattered clouds
658,Shingu,JP,33.7333,135.9833,36.91,67,4,9.42,clear sky
659,Nalut,LY,30.3333,10.85,58.71,46,62,8.75,broken clouds
660,Redwater,US,33.3582,-94.2544,79.09,68,100,10.6,overcast clouds
661,Goderich,CA,43.7501,-81.7165,40.03,98,100,9.86,overcast clouds
662,Saint Marys,US,30.7305,-81.5465,77.05,67,0,8.05,clear sky
663,Varhaug,NO,58.6147,5.6457,37.47,69,5,30.91,clear sky
664,Srednekolymsk,RU,67.45,153.6833,-47.06,100,66,4.81,broken clouds
665,Jalu,LY,29.0331,21.5482,63.03,32,5,9.75,clear sky
